pub_id,pub_name,area,history_query,source_title,source_url,source_description,source_position,observed_at,kg_subject,kg_predicate,kg_object,confidence,notes
london-025-hat-feathers-london-england-html,Hat & Feathers,,"""Hat & Feathers"" London pub history",The Old Hat & Feathers pub reopens on Old Street and Goswell Road,https://www.facebook.com/groups/mylondonpubs/posts/1100169758829232/,The old Hat & Feathers on the junction of Old Street and Goswell Road for 25+ years. It always struck me as one we lost. HOWEVER. It reopened today after all ...,1,2026-07-07T11:05:16.400Z,pub:london-025-hat-feathers-london-england-html,has_history_source,https://www.facebook.com/groups/mylondonpubs/posts/1100169758829232/,medium,"Seed source for later human/agent extraction into structured founding date, building era, notable people, and heritage facts."
london-025-hat-feathers-london-england-html,Hat & Feathers,,"""Hat & Feathers"" London pub history","HAT & FEATHERS, London - Restaurant Reviews, Photos & Phone ...",https://www.tripadvisor.com/Restaurant_Review-g186338-d33231334-Reviews-Hat_Feathers-London_England.html,"Hat & Feathers is a popular dining spot, according to many travelers, earning rave reviews for its flavorful dishes and generous portions.",2,2026-07-07T11:05:16.400Z,pub:london-025-hat-feathers-london-england-html,has_history_source,https://www.tripadvisor.com/Restaurant_Review-g186338-d33231334-Reviews-Hat_Feathers-London_England.html,medium,"Seed source for later human/agent extraction into structured founding date, building era, notable people, and heritage facts."
london-026-george-london-england-html,George,Southwark,"""George"" Southwark pub history","The George Pub Restaurant in Southwark, - Greene King",https://www.greeneking.co.uk/pubs/greater-london/george-southwark,"Dating back to the 17th century, The George is a pub that has stood the test of time and continues to welcome all who visit the changing face of London. We're ...",1,2026-07-07T11:05:16.400Z,pub:london-026-george-london-england-html,has_history_source,https://www.greeneking.co.uk/pubs/greater-london/george-southwark,medium,"Seed source for later human/agent extraction into structured founding date, building era, notable people, and heritage facts."
london-026-george-london-england-html,George,Southwark,"""George"" Southwark pub history","The George, Southwark | Where London's history happened",https://londonspubswherehistoryreallyhappened.wordpress.com/2017/06/24/186/,While the George was rebuilt in 1676 it is actually said to hail from the 1540s or even earlier. Shakespeare himself is quite likely to have ...,2,2026-07-07T11:05:16.400Z,pub:london-026-george-london-england-html,has_history_source,https://londonspubswherehistoryreallyhappened.wordpress.com/2017/06/24/186/,medium,"Seed source for later human/agent extraction into structured founding date, building era, notable people, and heritage facts."
london-027-the-lucas-arms-london-england-html,The Lucas Arms,,"""The Lucas Arms"" London pub history","THE LUCAS ARMS, London - Menu, Prices & Restaurant Reviews",https://www.tripadvisor.com/Restaurant_Review-g186338-d1044391-Reviews-The_Lucas_Arms-London_England.html,"The Lucas Arms is the perfect place to enjoy a traditional British pub experience. Our convenient location, located near St Pancras International and King's ...",1,2026-07-07T11:05:16.400Z,pub:london-027-the-lucas-arms-london-england-html,has_history_source,https://www.tripadvisor.com/Restaurant_Review-g186338-d1044391-Reviews-The_Lucas_Arms-London_England.html,medium,"Seed source for later human/agent extraction into structured founding date, building era, notable people, and heritage facts."
london-027-the-lucas-arms-london-england-html,The Lucas Arms,,"""The Lucas Arms"" London pub history","The Lucas Arms, King s Cross - Facebook",https://www.facebook.com/groups/mylondonpubs/posts/234680178711532/,The Lucas Arms pub in Kings Cross London. Feargus Cribbin ▻ London ... Kings Arms pub history in London EC1. Fred Brown ▻ Remembering ...,2,2026-07-07T11:05:16.400Z,pub:london-027-the-lucas-arms-london-england-html,has_history_source,https://www.facebook.com/groups/mylondonpubs/posts/234680178711532/,medium,"Seed source for later human/agent extraction into structured founding date, building era, notable people, and heritage facts."
london-028-the-harp-covent-garden-london-england-html,"The Harp, Covent Garden",Covent Garden,"""The Harp, Covent Garden"" Covent Garden pub history","The Harp, Covent Garden - London Pub Explorer",https://www.londonpubexplorer.com/central-classics/the-harp,"The Harp, Covent Garden ... For centuries the humble public house has been the cornerstone of London. Whether in heavily residential backstreets with the same ...",1,2026-07-07T11:05:16.400Z,pub:london-028-the-harp-covent-garden-london-england-html,has_history_source,https://www.londonpubexplorer.com/central-classics/the-harp,medium,"Seed source for later human/agent extraction into structured founding date, building era, notable people, and heritage facts."
london-028-the-harp-covent-garden-london-england-html,"The Harp, Covent Garden",Covent Garden,"""The Harp, Covent Garden"" Covent Garden pub history","The Harp, Covent Garden - London Restaurants - Tripadvisor",https://www.tripadvisor.com/Restaurant_Review-g186338-d3649095-Reviews-The_Harp_Covent_Garden-London_England.html,"The Harp, Covent Garden, London: See 599 unbiased reviews of The Harp ... Meeting up with an old friend in London we went to this great historic pub just 4 mins ...",2,2026-07-07T11:05:16.400Z,pub:london-028-the-harp-covent-garden-london-england-html,has_history_source,https://www.tripadvisor.com/Restaurant_Review-g186338-d3649095-Reviews-The_Harp_Covent_Garden-London_England.html,medium,"Seed source for later human/agent extraction into structured founding date, building era, notable people, and heritage facts."
london-029-turtle-bay-hammersmith-london-england-html,Turtle Bay Hammersmith,Hammersmith,"""Turtle Bay Hammersmith"" Hammersmith pub history",Turtle Bay Hammersmith - London Restaurants - Tripadvisor,https://www.tripadvisor.com/Restaurant_Review-g186338-d25252129-Reviews-Turtle_Bay_Hammersmith-London_England.html,"Turtle Bay Hammersmith offers a mixed dining experience, according to many travelers. While the food often garners praise for its flavor and portion size, some ...",1,2026-07-07T11:05:16.400Z,pub:london-029-turtle-bay-hammersmith-london-england-html,has_history_source,https://www.tripadvisor.com/Restaurant_Review-g186338-d25252129-Reviews-Turtle_Bay_Hammersmith-London_England.html,medium,"Seed source for later human/agent extraction into structured founding date, building era, notable people, and heritage facts."
london-029-turtle-bay-hammersmith-london-england-html,Turtle Bay Hammersmith,Hammersmith,"""Turtle Bay Hammersmith"" Hammersmith pub history","Discover Turtle Bay Hammersmith – Best Attractions, Food, Stays ...",https://www.imean.ai/restaurant/Turtle-Bay-Hammersmith-25252129,"Turtle Bay Hammersmith brings the vibrant flavors of the Caribbean to west London, offering an authentic Jamaican dining experience in a lively, ...",2,2026-07-07T11:05:16.400Z,pub:london-029-turtle-bay-hammersmith-london-england-html,has_history_source,https://www.imean.ai/restaurant/Turtle-Bay-Hammersmith-25252129,medium,"Seed source for later human/agent extraction into structured founding date, building era, notable people, and heritage facts."
london-030-tworuba-london-england-html,TwoRuba,,"""TwoRuba"" London pub history",TwoRuba (@tworuba) · London - Instagram,https://www.instagram.com/tworuba/?hl=en,⚓️ Raise a glass to history and savour the unique flavours of our HMS Belfast cocktail at TwoRuba! #NationalTequilaDay #TwoRuba ...,1,2026-07-07T11:05:16.400Z,pub:london-030-tworuba-london-england-html,has_history_source,https://www.instagram.com/tworuba/?hl=en,medium,"Seed source for later human/agent extraction into structured founding date, building era, notable people, and heritage facts."
london-030-tworuba-london-england-html,TwoRuba,,"""TwoRuba"" London pub history",AfroditiKrassa Designs TwoRuba Bar at Hilton Tower Bridge ...,https://hospitalitydesign.com/news/afroditikrassa-designs-tworuba-bar-at-hilton-tower-bridge/18997,"London-based AfroditiKrassa has completed designs for the Hilton Tower Bridge's new bar, TwoRuba. AfroditiKrassa's approach for the project was to create a ...",2,2026-07-07T11:05:16.400Z,pub:london-030-tworuba-london-england-html,has_history_source,https://hospitalitydesign.com/news/afroditikrassa-designs-tworuba-bar-at-hilton-tower-bridge/18997,medium,"Seed source for later human/agent extraction into structured founding date, building era, notable people, and heritage facts."
london-031-two-more-beers-london-london-england-html,Two More Beers London,,"""Two More Beers London"" London pub history",TWO MORE BEERS LONDON - Restaurant Reviews ... - Tripadvisor,https://www.tripadvisor.com/Restaurant_Review-g186338-d28274352-Reviews-Two_More_Beers_London-London_England.html,"Two More Beers London offers a dining experience that for many travelers, is defined by its flavorful, Baltic-inspired menu. Standout dishes such as ribs, ...",1,2026-07-07T11:05:16.400Z,pub:london-031-two-more-beers-london-london-england-html,has_history_source,https://www.tripadvisor.com/Restaurant_Review-g186338-d28274352-Reviews-Two_More_Beers_London-London_England.html,medium,"Seed source for later human/agent extraction into structured founding date, building era, notable people, and heritage facts."
london-031-two-more-beers-london-london-england-html,Two More Beers London,,"""Two More Beers London"" London pub history",Two More Beers | Our garlic soup isn't for the pretenders. Garlic ...,https://www.instagram.com/p/DWoLnbDD9b7/,Photo by Two More Beers London on February ...,2,2026-07-07T11:05:16.400Z,pub:london-031-two-more-beers-london-london-england-html,has_history_source,https://www.instagram.com/p/DWoLnbDD9b7/,medium,"Seed source for later human/agent extraction into structured founding date, building era, notable people, and heritage facts."
london-032-adam-eve-london-england-html,Adam & Eve,,"""Adam & Eve"" London pub history",Long gone the Adam & Eve Pub.The building is now a private home.,https://www.facebook.com/stroudareaphotos/posts/long-gone-the-adam-eve-pubthe-building-is-now-a-private-home/858775409611351/,"Not many London pubs were built during the First World War, here is a rare find, The Adam & Eve on Homerton High Street, built 1915. #adamandeve ...",1,2026-07-07T11:05:16.400Z,pub:london-032-adam-eve-london-england-html,has_history_source,https://www.facebook.com/stroudareaphotos/posts/long-gone-the-adam-eve-pubthe-building-is-now-a-private-home/858775409611351/,medium,"Seed source for later human/agent extraction into structured founding date, building era, notable people, and heritage facts."
london-032-adam-eve-london-england-html,Adam & Eve,,"""Adam & Eve"" London pub history","The Adam & Eve Pub Restaurant in St James, - Greene King",https://www.greeneking.co.uk/pubs/greater-london/adam-and-eve,"Discover the Adam & Eve, a captivating 18th-century pub nestled between Parliament Square and Buckingham Palace, perfect for a day of culture and ...",2,2026-07-07T11:05:16.400Z,pub:london-032-adam-eve-london-england-html,has_history_source,https://www.greeneking.co.uk/pubs/greater-london/adam-and-eve,medium,"Seed source for later human/agent extraction into structured founding date, building era, notable people, and heritage facts."
london-033-the-george-london-england-html,The George,,"""The George"" London pub history","The George Inn, Southwark - Wikipedia","https://en.wikipedia.org/wiki/The_George_Inn,_Southwark","The pub was formerly known as the George and Dragon, named after the legend of Saint George and the Dragon. · Later, the Great Northern Railway used the George ...",1,2026-07-07T11:05:16.400Z,pub:london-033-the-george-london-england-html,has_history_source,"https://en.wikipedia.org/wiki/The_George_Inn,_Southwark",medium,"Seed source for later human/agent extraction into structured founding date, building era, notable people, and heritage facts."
london-033-the-george-london-england-html,The George,,"""The George"" London pub history","The George Pub Restaurant in Southwark, - Greene King",https://www.greeneking.co.uk/pubs/greater-london/george-southwark,"Dating back to the 17th century, The George is a pub that has stood the test of time and continues to welcome all who visit the changing face of London. We're ...",2,2026-07-07T11:05:16.400Z,pub:london-033-the-george-london-england-html,has_history_source,https://www.greeneking.co.uk/pubs/greater-london/george-southwark,medium,"Seed source for later human/agent extraction into structured founding date, building era, notable people, and heritage facts."
london-034-the-victoria-london-england-html,The Victoria,Victoria,"""The Victoria"" Victoria pub history","*the ""Victoria"" Pub - Strathearn Place - London W2 - London Shoes",https://www.londonshoes.blog/2024/05/16/the-amazing-victoria-pub-strathearn-place-london-w2/,The Victoria pub building was built in 1837 – the year Queen Victoria ascended to the Throne – so I'm guessing the pub just had to be named ...,1,2026-07-07T11:05:16.400Z,pub:london-034-the-victoria-london-england-html,has_history_source,https://www.londonshoes.blog/2024/05/16/the-amazing-victoria-pub-strathearn-place-london-w2/,medium,"Seed source for later human/agent extraction into structured founding date, building era, notable people, and heritage facts."
london-034-the-victoria-london-england-html,The Victoria,Victoria,"""The Victoria"" Victoria pub history","Is the Victoria still a pub , or a restaurant - Facebook",https://www.facebook.com/groups/rainhills/posts/1873297080276961/,"The Victoria Hotel has been a historic landmark on the corner of Peel Street and Victoria Street, North Melbourne, since its establishment in ...",2,2026-07-07T11:05:16.400Z,pub:london-034-the-victoria-london-england-html,has_history_source,https://www.facebook.com/groups/rainhills/posts/1873297080276961/,medium,"Seed source for later human/agent extraction into structured founding date, building era, notable people, and heritage facts."
london-035-the-hereford-arms-south-kensington-london-england-html,"The Hereford Arms, South Kensington",Kensington,"""The Hereford Arms, South Kensington"" Kensington pub history",Contact The Hereford Arms,https://www.herefordarms.co.uk/find-us,"The Hereford Arms, South Kensington. By Car. If you're planning on driving to the pub, be aware that there's no parking except on-street metered parking ...",1,2026-07-07T11:05:16.400Z,pub:london-035-the-hereford-arms-south-kensington-london-england-html,has_history_source,https://www.herefordarms.co.uk/find-us,medium,"Seed source for later human/agent extraction into structured founding date, building era, notable people, and heritage facts."
london-035-the-hereford-arms-south-kensington-london-england-html,"The Hereford Arms, South Kensington",Kensington,"""The Hereford Arms, South Kensington"" Kensington pub history","THE HEREFORD ARMS, SOUTH KENSINGTON, London - Tripadvisor",https://www.tripadvisor.com/Restaurant_Review-g186338-d1645696-Reviews-The_Hereford_Arms_South_Kensington-London_England.html,"The Hereford Arms, South Kensington, London: See 1362 unbiased reviews of The Hereford Arms, South Kensington, rated 4.3 of 5 on Tripadvisor and ranked ...",2,2026-07-07T11:05:16.400Z,pub:london-035-the-hereford-arms-south-kensington-london-england-html,has_history_source,https://www.tripadvisor.com/Restaurant_Review-g186338-d1645696-Reviews-The_Hereford_Arms_South_Kensington-London_England.html,medium,"Seed source for later human/agent extraction into structured founding date, building era, notable people, and heritage facts."
